X,Y,Z,U-Magnitude
-0.9191919191919192,-0.9797979797979798,0.001184545622440055,0.00025792772
-0.898989898989899,-0.9797979797979798,0.0018139291519531978,0.00030764798
-0.8787878787878788,-0.9797979797979798,0.002559297017683275,0.00035202282
-0.8585858585858586,-0.9797979797979798,0.0034122383330482987,0.00039146657
-0.8383838383838383,-0.9797979797979798,0.0043644811034202575,0.00042616008
-0.8181818181818181,-0.9797979797979798,0.0054079152971040455,0.0004564414
-0.797979797979798,-0.9797979797979798,0.0065345732699614014,0.0004826045
-0.7777777777777778,-0.9797979797979798,0.0077366383878979825,0.000504931
-0.7575757575757576,-0.9797979797979798,0.009006472991686313,0.00052355736
-0.7373737373737373,-0.9797979797979798,0.01033659276254475,0.0005389169
-0.7171717171717171,-0.9797979797979798,0.01171966485781595,0.0005512588
-0.696969696969697,-0.9797979797979798,0.01314855265468359,0.0005606937
-0.6767676767676767,-0.9797979797979798,0.014616260286606847,0.0005673779
-0.6565656565656566,-0.9797979797979798,0.01611600814834237,0.0005719001
-0.6363636363636364,-0.9797979797979798,0.017641155526600776,0.0005741454
-0.6161616161616161,-0.9797979797979798,0.019185268647782503,0.0005744384
-0.5959595959595959,-0.9797979797979798,0.02074210389908403,0.00057310687
-0.5757575757575757,-0.9797979797979798,0.022305566813424226,0.00057017396
-0.5555555555555556,-0.9797979797979798,0.02386979223527014,0.0005660748
-0.5353535353535352,-0.9797979797979798,0.025429095848277208,0.00056071376
-0.5151515151515151,-0.9797979797979798,0.02697796112503856,0.0005542518
-0.4949494949494949,-0.9797979797979798,0.02851111762858927,0.0005470409
-0.4747474747474747,-0.9797979797979798,0.030023434746079145,0.0005393671
-0.4545454545454545,-0.9797979797979798,0.031510035412386055,0.0005310798
-0.43434343434343425,-0.9797979797979798,0.03296617120057344,0.00052253815
-0.41414141414141414,-0.9797979797979798,0.03438736214600503,0.00051372027
-0.3939393939393939,-0.9797979797979798,0.03576931658051908,0.00050467823
-0.3737373737373737,-0.9797979797979798,0.03710790689624845,0.0004955988
-0.3535353535353535,-0.9797979797979798,0.03839926276169717,0.00048664847
-0.33333333333333326,-0.9797979797979798,0.039639644347876306,0.00047781187
-0.31313131313131304,-0.9797979797979798,0.0408255952026695,0.00046915354
-0.2929292929292928,-0.9797979797979798,0.04195380801968276,0.0004605494
-0.2727272727272727,-0.9797979797979798,0.04302122531160712,0.00045231104
-0.2525252525252525,-0.9797979797979798,0.04402493500821292,0.00044436517
-0.23232323232323226,-0.9797979797979798,0.044962274858355515,0.00043632538
-0.21212121212121204,-0.9797979797979798,0.04583079887218773,0.0004289079
-0.19191919191919182,-0.9797979797979798,0.04662821393422782,0.00042156747
-0.1717171717171716,-0.9797979797979798,0.047352480476722116,0.00041440988
-0.1515151515151515,-0.9797979797979798,0.04800174163542687,0.00040759283
-0.13131313131313127,-0.9797979797979798,0.04857431952096521,0.00040075925
-0.11111111111111105,-0.9797979797979798,0.04906881216354668,0.0003941408
-0.09090909090909083,-0.9797979797979798,0.049483951824530956,0.0003877384
-0.07070707070707061,-0.9797979797979798,0.04981870939843356,0.00038142965
-0.050505050505050386,-0.9797979797979798,0.05007224594056606,0.00037529075
-0.030303030303030276,-0.9797979797979798,0.050243961139395825,0.00036938422
-0.010101010101010055,-0.9797979797979798,0.050333400100469584,0.00036380193
0.010101010101010166,-0.9797979797979798,0.050340357748419044,0.00035850523
0.030303030303030498,-0.9797979797979798,0.05026483035460114,0.00035354504
0.05050505050505061,-0.9797979797979798,0.05010697825066745,0.0003489549
0.07070707070707072,-0.9797979797979798,0.049867211587354535,0.0003449743
0.09090909090909105,-0.9797979797979798,0.04954611203297972,0.0003417558
0.11111111111111116,-0.9797979797979798,0.04914449988901615,0.0003393661
0.1313131313131315,-0.9797979797979798,0.04866335205994546,0.00033786846
0.1515151515151516,-0.9797979797979798,0.04810390272662043,0.0003377085
0.1717171717171717,-0.9797979797979798,0.047467505386471744,0.00033865462
0.19191919191919204,-0.9797979797979798,0.046755808099731795,0.00034124937
0.21212121212121215,-0.9797979797979798,0.04597063044421374,0.00034511878
0.2323232323232325,-0.9797979797979798,0.045113963515311474,0.000350728
0.2525252525252526,-0.9797979797979798,0.04418805568479001,0.0003578758
0.27272727272727293,-0.9797979797979798,0.04319528582692146,0.0003665853
0.29292929292929304,-0.9797979797979798,0.04213830127827823,0.00037686172
0.31313131313131315,-0.9797979797979798,0.04101992835029959,0.0003885935
0.3333333333333335,-0.9797979797979798,0.039843172329291694,0.00040170844
0.3535353535353536,-0.9797979797979798,0.03861130696386098,0.00041606103
0.3737373737373739,-0.9797979797979798,0.03732772531919181,0.0004314308
0.39393939393939403,-0.9797979797979798,0.03599606655091047,0.00044748426
0.41414141414141437,-0.9797979797979798,0.034620197261869906,0.00046423657
0.4343434343434345,-0.9797979797979798,0.033204118286073205,0.00048153958
0.4545454545454546,-0.9797979797979798,0.031752098919823765,0.00049872755
0.4747474747474749,-0.9797979797979798,0.030268585569970308,0.0005160173
0.49494949494949503,-0.9797979797979798,0.028758192432299254,0.0005330469
0.5151515151515154,-0.9797979797979798,0.02722579657193273,0.000549468
0.5353535353535355,-0.9797979797979798,0.02567643911428749,0.0005651434
0.5555555555555556,-0.9797979797979798,0.024115369988791643,0.00057972496
0.5757575757575759,-0.9797979797979798,0.02254807589370757,0.00059280917
0.595959595959596,-0.9797979797979798,0.020980170301161706,0.00060447387
0.6161616161616164,-0.9797979797979798,0.019417540738545357,0.0006142427
0.6363636363636365,-0.9797979797979798,0.017866246250830588,0.00062186964
0.6565656565656568,-0.9797979797979798,0.01633254722971469,0.00062705786
0.6767676767676769,-0.9797979797979798,0.014822911938745527,0.00062944076
0.696969696969697,-0.9797979797979798,0.013344014649000018,0.0006286794
0.7171717171717173,-0.9797979797979798,0.011902714199386535,0.00062458066
0.7373737373737375,-0.9797979797979798,0.01050610060468316,0.00061678427
0.7575757575757578,-0.9797979797979798,0.009161437261570244,0.00060488103
0.7777777777777779,-0.9797979797979798,0.007876198235061018,0.0005884855
0.7979797979797982,-0.9797979797979798,0.0066580659280996764,0.0005673892
0.8181818181818183,-0.9797979797979798,0.005514914768747985,0.0005411055
0.8383838383838385,-0.9797979797979798,0.00445483031948097,0.0005091914
0.8585858585858588,-0.9797979797979798,0.003486091566132381,0.0004712357
0.8787878787878789,-0.9797979797979798,0.0026171706848544998,0.00042691166
0.8989898989898992,-0.9797979797979798,0.0018567554139764977,0.00037570976
0.9191919191919193,-0.9797979797979798,0.0012137251673848368,0.0003171621
0.9393939393939394,-0.9797979797979798,0.0006971566857479046,0.00025084388
0.9595959595959598,-0.9797979797979798,0.00031632919253024735,0.00017621188
0.9797979797979799,-0.9797979797979798,8.071946373602258e-05,9.2779745e-05
1.0,-0.9797979797979798,0.0,0.0
-1.0,-0.9595959595959596,0.0,0.0
-0.9797979797979798,-0.9595959595959596,7.862451980690821e-05,6.6750195e-05
-0.9595959595959596,-0.9595959595959596,0.0003084434328891802,0.0001274955
-0.9393939393939394,-0.9595959595959596,0.0006804764262400567,0.00018255829
-0.9191919191919192,-0.9595959595959596,0.0011858743010903707,0.00023222622
-0.898989898989899,-0.9595959595959596,0.0018159249081509186,0.00027680135
-0.8787878787878788,-0.9595959595959596,0.002562059476110153,0.00031656682
-0.8585858585858586,-0.9595959595959596,0.003415850222972221,0.00035188912
-0.8383838383838383,-0.9595959595959596,0.004369014667300507,0.000382885
-0.8181818181818181,-0.9595959595959596,0.00541342296898365,0.00040990463
-0.797979797979798,-0.9595959595959596,0.0065411011917982246,0.00043322114
-0.7777777777777778,-0.9595959595959596,0.007744221049640327,0.00045312502
-0.7575757575757576,-0.9595959595959596,0.009015133697353303,0.00046980154
-0.7373737373737373,-0.9595959595959596,0.01034633477469906,0.0004834505
-0.7171717171717171,-0.9595959595959596,0.011730503091029822,0.00049430085
-0.696969696969697,-0.9595959595959596,0.013160472194384782,0.0005026837
-0.6767676767676767,-0.9595959595959596,0.014629270454403012,0.000508873
-0.6565656565656566,-0.9595959595959596,0.016130070725642143,0.00051298074
-0.6363636363636364,-0.9595959595959596,0.017656263988278804,0.0005150241
-0.6161616161616161,-0.9595959595959596,0.019201381978765128,0.00051554904
-0.5959595959595959,-0.9595959595959596,0.020759199727512893,0.00051449786
-0.5757575757575757,-0.9595959595959596,0.022323611581511794,0.0005122867
-0.5555555555555556,-0.9595959595959596,0.023888737470656632,0.00050890114
-0.5353535353535352,-0.9595959595959596,0.025448904264532026,0.00050452317
-0.5151515151515151,-0.9595959595959596,0.0269986010286957,0.0004993658
-0.4949494949494949,-0.9595959595959596,0.028532514446787532,0.0004935956
-0.4747474747474747,-0.9595959595959596,0.030045554921030997,0.00048731084
-0.4545454545454545,-0.9595959595959596,0.03153282115012407,0.00048057217
-0.43434343434343425,-0.9595959595959596,0.03298958335034549,0.00047370538
-0.41414141414141414,-0.9595959595959596,0.03441134850680828,0.00046667954
-0.3939393939393939,-0.9595959595959596,0.03579382867999375,0.00045955647
-0.3737373737373737,-0.9595959595959596,0.037132866432890294,0.00045246145
-0.3535353535353535,-0.9595959595959596,0.03842461753450334,0.00044521675
-0.33333333333333326,-0.9595959595959596,0.03966535334177315,0.0004384472
-0.31313131313131304,-0.9595959595959596,0.04085160621665418,0.00043170148
-0.2929292929292928,-0.9595959595959596,0.04198007631003856,0.00042508336
-0.2727272727272727,-0.9595959595959596,0.04304768376275896,0.00041868715
-0.2525252525252525,-0.9595959595959596,0.04405154260508716,0.00041266583
-0.23232323232323226,-0.9595959595959596,0.044988968214020125,0.00040657615
-0.21212121212121204,-0.9595959595959596,0.045857548157498235,0.00040091554
-0.19191919191919182,-0.9595959595959596,0.04665494830496609,0.00039520446
-0.1717171717171716,-0.9595959595959596,0.04737916264645755,0.00038980736
-0.1515151515151515,-0.9595959595959596,0.04802831940315663,0.0003844955
-0.13131313131313127,-0.9595959595959596,0.04860074441432952,0.0003792956
-0.11111111111111105,-0.9595959595959596,0.0490950692679733,0.00037424796
-0.09090909090909083,-0.9595959595959596,0.04950997775308787,0.000369248
-0.07070707070707061,-0.9595959595959596,0.04984445195011794,0.00036444038
-0.050505050505050386,-0.9595959595959596,0.05009769765809178,0.00035963673
-0.030303030303030276,-0.9595959595959596,0.05026905863583087,0.0003552391
-0.010101010101010055,-0.9595959595959596,0.05035810608938336,0.00035068524
0.010101010101010166,-0.9595959595959596,0.05036466850116848,0.0003467199
0.030303030303030498,-0.9595959595959596,0.05028869739882647,0.00034296274
0.05050505050505061,-0.9595959595959596,0.05013036429993808,0.00033970652
0.07070707070707072,-0.9595959595959596,0.049890090541169045,0.0003369782
0.09090909090909105,-0.9595959595959596,0.049568491348624226,0.00033486114
0.11111111111111116,-0.9595959595959596,0.04916632363684475,0.00033365653
0.1313131313131315,-0.9595959595959596,0.048684601596742864,0.00033337704
0.1515151515151516,-0.9595959595959596,0.04812452958002686,0.0003343531
0.1717171717171717,-0.9595959595959596,0.04748755430020391,0.0003362275
0.19191919191919204,-0.9595959595959596,0.046775234330072996,0.00033992584
0.21212121212121215,-0.9595959595959596,0.045989404162019486,0.00034469174
0.2323232323232325,-0.9595959595959596,0.04513210336379706,0.00035086175
0.2525252525252526,-0.9595959595959596,0.04420552064888179,0.00035874598
0.27272727272727293,-0.9595959595959596,0.043212090821191665,0.00036792675
0.29292929292929304,-0.9595959595959596,0.04215443511679768,0.00037859744
0.31313131313131315,-0.9595959595959596,0.04103537984713911,0.00039073458
0.3333333333333335,-0.9595959595959596,0.03985793775580823,0.00040395735
0.3535353535353536,-0.9595959595959596,0.03862538632005453,0.00041828086
0.3737373737373739,-0.9595959595959596,0.0373411148764193,0.00043358814
0.39393939393939403,-0.9595959595959596,0.03600878122374415,0.0004495855
0.41414141414141437,-0.9595959595959596,0.03463222959302365,0.00046607896
0.4343434343434345,-0.9595959595959596,0.033215479461476204,0.00048282457
0.4545454545454546,-0.9595959595959596,0.03176279639676213,0.000499888
0.4747474747474749,-0.9595959595959596,0.03027860816251486,0.000516608
0.49494949494949503,-0.9595959595959596,0.028767569969594477,0.0005332998
0.5151515151515154,-0.9595959595959596,0.02723453464694321,0.000549029
0.5353535353535355,-0.9595959595959596,0.025684563827514648,0.00056421245
0.5555555555555556,-0.9595959595959596,0.02412288693320006,0.0005782754
0.5757575757575759,-0.9595959595959596,0.022554986933618782,0.0005910307
0.595959595959596,-0.9595959595959596,0.020986516451649367,0.00060212903
0.6161616161616164,-0.9595959595959596,0.01942332199960947,0.0006112838
0.6363636363636365,-0.9595959595959596,0.01787148685865104,0.000618577
0.6565656565656568,-0.9595959595959596,0.016337263963185248,0.0006232303
0.6767676767676769,-0.9595959595959596,0.014827135559171437,0.000625305
0.696969696969697,-0.9595959595959596,0.013347756342310457,0.00062420056
0.7171717171717173,-0.9595959595959596,0.011906007523369042,0.00061980356
0.7373737373737375,-0.9595959595959596,0.010508966999035328,0.00061182294
0.7575757575757578,-0.9595959595959596,0.009163900030311195,0.0005997823
0.7777777777777779,-0.9595959595959596,0.007878284410852938,0.00058331015
0.7979797979797982,-0.9595959595959596,0.006659810000890865,0.0005622065
0.8181818181818183,-0.9595959595959596,0.00551633864431642,0.0005360152
0.8383838383838385,-0.9595959595959596,0.004455964759131893,0.0005041807
0.8585858585858588,-0.9595959595959596,0.0034869661659700795,0.00046653705
0.8787878787878789,-0.9595959595959596,0.0026178192357067015,0.00042256192
0.8989898989898992,-0.9595959595959596,0.00185720937626902,0.0003717947
0.9191919191919193,-0.9595959595959596,0.0012140182154253124,0.00031382297
0.9393939393939394,-0.9595959595959596,0.0006973226686241104,0.0002481533
0.9595959595959598,-0.9595959595959596,0.00031640353235125074,0.00017430603
0.9797979797979799,-0.9595959595959596,8.073824531893477e-05,9.176241e-05
1.0,-0.9595959595959596,0.0,0.0
-1.0,-0.9393939393939394,0.0,0.0
-0.9797979797979798,-0.9393939393939394,7.871594438693136e-05,5.9756956e-05
-0.9595959595959596,-0.9393939393939394,0.0003087953527079662,0.000114054244
-0.9393939393939394,-0.9393939393939394,0.0006812379433249588,0.0001632043
-0.9191919191919192,-0.9393939393939394,0.0011871766461990772,0.00020746728
-0.898989898989899,-0.9393939393939394,0.0018178811640362253,0.00024717738
-0.8787878787878788,-0.9393939393939394,0.0025647678692126644,0.00028252363
-0.8585858585858586,-0.9393939393939394,0.003419391967798583,0.0003138135
-0.8383838383838383,-0.9393939393939394,0.004373457345506176,0.00034133997
-0.8181818181818181,-0.9393939393939394,0.005418822510214522,0.00036527283
-0.797979797979798,-0.9393939393939394,0.006547500475449487,0.00038593303
-0.7777777777777778,-0.9393939393939394,0.0077516550317406644,0.00040350595
-0.7575757575757576,-0.9393939393939394,0.00902361636031419,0.00041822536
-0.7373737373737373,-0.9393939393939394,0.010355886626057326,0.00043040965
-0.7171717171717171,-0.9393939393939394,0.011741121334303169,0.00043998912
-0.696969696969697,-0.9393939393939394,0.013172165219020097,0.0004475121
-0.6767676767676767,-0.9393939393939394,0.01464201309205964,0.00045306186
-0.6565656565656566,-0.9393939393939394,0.016143861111998555,0.00045685846
-0.6363636363636364,-0.9393939393939394,0.017671066701225934,0.00045888755
-0.6161616161616161,-0.9393939393939394,0.019217182103730735,0.00045964724
-0.5959595959595959,-0.9393939393939394,0.02077595997806638,0.00045904025
-0.5757575757575757,-0.9393939393939394,0.022341292806901034,0.00045739606
-0.5555555555555556,-0.9393939393939394,0.023907311706058677,0.0004547994
-0.5353535353535352,-0.9393939393939394,0.025468323037587105,0.00045149573
-0.5151515151515151,-0.9393939393939394,0.02701881959568709,0.00044748496
-0.4949494949494949,-0.9393939393939394,0.028553491792641578,0.0004430416
-0.4747474747474747,-0.9393939393939394,0.0300672351161018,0.0004382106
-0.4545454545454545,-0.9393939393939394,0.031555151993408796,0.00043312667
-0.43434343434343425,-0.9393939393939394,0.03301252941973507,0.0004278198
-0.41414141414141414,-0.9393939393939394,0.034434853872656816,0.0004223787
-0.3939393939393939,-0.9393939393939394,0.035817818769440055,0.00041715358
-0.3737373737373737,-0.9393939393939394,0.03715732633136212,0.00041177435
-0.3535353535353535,-0.9393939393939394,0.038449465211853384,0.0004066291
-0.33333333333333326,-0.9393939393939394,0.03969056269749999,0.00040146508
-0.31313131313131304,-0.9393939393939394,0.0408770952206105,0.00039657758
-0.2929292929292928,-0.9393939393939394,0.04200581513307988,0.00039175118
-0.2727272727272727,-0.9393939393939394,0.04307361647523939,0.00038725467
-0.2525252525252525,-0.9393939393939394,0.044077605820074674,0.00038280518
-0.23232323232323226,-0.9393939393939394,0.04501513210237026,0.00037842858
-0.21212121212121204,-0.9393939393939394,0.04588373814634978,0.00037443166
-0.19191919191919182,-0.9393939393939394,0.046681145751103756,0.00037019022
-0.1717171717171716,-0.9393939393939394,0.04740530043430626,0.00036635387
-0.1515151515151515,-0.9393939393939394,0.04805436397492885,0.0003626372
-0.13131313131313127,-0.9393939393939394,0.04862666221223771,0.00035873312
-0.11111111111111105,-0.9393939393939394,0.049120767075940965,0.00035504848
-0.09090909090909083,-0.9393939393939394,0.049535455571115015,0.0003514309
-0.07070707070707061,-0.9393939393939394,0.04986970232091843,0.00034796863
-0.050505050505050386,-0.9393939393939394,0.050122616179659955,0.00034444671
-0.030303030303030276,-0.9393939393939394,0.050293649036809794,0.00034111703
-0.010101010101010055,-0.9393939393939394,0.05038232735469937,0.0003379439
0.010101010101010166,-0.9393939393939394,0.050388475887104864,0.00033506774
0.030303030303030498,-0.9393939393939394,0.050312072262167926,0.00033253635
0.05050505050505061,-0.9393939393939394,0.0501532879974693,0.00033052132
0.07070707070707072,-0.9393939393939394,0.04991252578645944,0.0003289847
0.09090909090909105,-0.9393939393939394,0.04959038966931402,0.00032822584
0.11111111111111116,-0.9393939393939394,0.049187688761577,0.0003281471
0.1313131313131315,-0.9393939393939394,0.04870539251044392,0.00032901042
0.1515151515151516,-0.9393939393939394,0.048144768654555074,0.00033091643
0.1717171717171717,-0.9393939393939394,0.04750718933455646,0.00033412338
0.19191919191919204,-0.9393939393939394,0.04679425040967762,0.00033848372
0.21212121212121215,-0.9393939393939394,0.046007797558233136,0.00034419747
0.2323232323232325,-0.9393939393939394,0.0451498405188322,0.00035130986
0.2525252525252526,-0.9393939393939394,0.044222612748667595,0.00035978152
0.27272727272727293,-0.9393939393939394,0.04322853040844202,0.00036946926
0.29292929292929304,-0.9393939393939394,0.042170199819654225,0.00038058945
0.31313131313131315,-0.9393939393939394,0.04105048458017409,0.00039281347
0.3333333333333335,-0.9393939393939394,0.039872389976307744,0.00040624163
0.3535353535353536,-0.9393939393939394,0.038639163656160234,0.00042059756
0.3737373737373739,-0.9393939393939394,0.03735421359948814,0.00043571892
0.39393939393939403,-0.9393939393939394,0.03602122370563447,0.00045160044
0.41414141414141437,-0.9393939393939394,0.034643997190520165,0.00046782804
0.4343434343434345,-0.9393939393939394,0.0332265908177942,0.00048428643
0.4545454545454546,-0.9393939393939394,0.031773251511901614,0.0005009483
0.4747474747474749,-0.9393939393939394,0.030288414493761955,0.0005172007
0.49494949494949503,-0.9393939393939394,0.028776755481772123,0.00053338055
0.5151515151515154,-0.9393939393939394,0.02724309747572988,0.0005486912
0.5353535353535355,-0.9393939393939394,0.025692507701553402,0.000563379
0.5555555555555556,-0.9393939393939394,0.024130232360027728,0.00057688315
0.5757575757575759,-0.9393939393939394,0.022561752556450664,0.0005891455
0.595959595959596,-0.9393939393939394,0.02099271345641464,0.00059974915
0.6161616161616164,-0.9393939393939394,0.01942897462248802,0.0006085123
0.6363636363636365,-0.9393939393939394,0.01787661374285817,0.00061520847
0.6565656565656568,-0.9393939393939394,0.016341881887614724,0.0006194517
0.6767676767676769,-0.9393939393939394,0.014831264099199323,0.000621159
0.696969696969697,-0.9393939393939394,0.013351422530598938,0.00061968004
0.7171717171717173,-0.9393939393939394,0.01190922907097265,0.00061513606
0.7373737373737375,-0.9393939393939394,0.010511767209973185,0.0006068243
0.7575757575757578,-0.9393939393939394,0.009166306869406253,0.0005946153
0.7777777777777779,-0.9393939393939394,0.007880326775088906,0.00057814905
0.7979797979797982,-0.9393939393939394,0.006661510262126103,0.00055697135
0.8181818181818183,-0.9393939393939394,0.005517728496016934,0.0005307828
0.8383838383838385,-0.9393939393939394,0.0044570717000402505,0.00049915054
0.8585858585858588,-0.9393939393939394,0.0034878209573915224,0.00046176123
0.8787878787878789,-0.9393939393939394,0.0026184528719866646,0.00041815251
0.8989898989898992,-0.9393939393939394,0.0018576522691524586,0.0003678672
0.9191919191919193,-0.9393939393939394,0.0012143042722600511,0.00031043516
0.9393939393939394,-0.9393939393939394,0.0006974850393773521,0.00024545545
0.9595959595959598,-0.9393939393939394,0.00031647624089091545,0.0001723801
0.9797979797979799,-0.9393939393939394,8.07565316914406e-05,9.075311e-05
1.0,-0.9393939393939394,0.0,0.0
-1.0,-0.9191919191919192,0.0,0.0
-0.9797979797979798,-0.9191919191919192,7.880555562296649e-05,5.301153e-05
-0.9595959595959596,-0.9191919191919192,0.0003091402521909913,0.00010110589
-0.9393939393939394,-0.9191919191919192,0.0006819847206177655,0.0001445703
-0.9191919191919192,-0.9191919191919192,0.0011884534734068438,0.00018367555
-0.898989898989899,-0.9191919191919192,0.0018197986187296917,0.00021862981
-0.8787878787878788,-0.9191919191919192,0.0025674212648300453,0.00024979713
-0.8585858585858586,-0.9191919191919192,0.0034228626353666183,0.00027737342
